holiday,total,timestamp,item_id,dow
0,117.0,7/18/2016,Restaurant_Visitors,0
0,68.0,7/19/2016,Restaurant_Visitors,1
0,80.0,7/20/2016,Restaurant_Visitors,2
0,56.0,7/21/2016,Restaurant_Visitors,3
0,192.0,7/22/2016,Restaurant_Visitors,4
0,195.0,7/23/2016,Restaurant_Visitors,5
0,156.0,7/24/2016,Restaurant_Visitors,6
0,70.0,7/25/2016,Restaurant_Visitors,0
0,91.0,7/26/2016,Restaurant_Visitors,1
0,64.0,7/27/2016,Restaurant_Visitors,2
0,106.0,7/28/2016,Restaurant_Visitors,3
0,141.0,7/29/2016,Restaurant_Visitors,4
0,236.0,7/30/2016,Restaurant_Visitors,5
0,146.0,7/31/2016,Restaurant_Visitors,6
0,51.0,8/1/2016,Restaurant_Visitors,0
0,73.0,8/2/2016,Restaurant_Visitors,1
0,114.0,8/3/2016,Restaurant_Visitors,2
0,81.0,8/4/2016,Restaurant_Visitors,3
0,101.0,8/5/2016,Restaurant_Visitors,4
0,154.0,8/6/2016,Restaurant_Visitors,5
0,157.0,8/7/2016,Restaurant_Visitors,6
0,75.0,8/8/2016,Restaurant_Visitors,0
0,77.0,8/9/2016,Restaurant_Visitors,1
0,103.0,8/10/2016,Restaurant_Visitors,2
0,122.0,8/11/2016,Restaurant_Visitors,3
0,150.0,8/12/2016,Restaurant_Visitors,4
0,196.0,8/13/2016,Restaurant_Visitors,5
0,149.0,8/14/2016,Restaurant_Visitors,6
0,161.0,8/15/2016,Restaurant_Visitors,0
0,84.0,8/16/2016,Restaurant_Visitors,1
0,75.0,8/17/2016,Restaurant_Visitors,2
0,51.0,8/18/2016,Restaurant_Visitors,3
0,127.0,8/19/2016,Restaurant_Visitors,4
0,183.0,8/20/2016,Restaurant_Visitors,5
0,144.0,8/21/2016,Restaurant_Visitors,6
0,65.0,8/22/2016,Restaurant_Visitors,0
0,83.0,8/23/2016,Restaurant_Visitors,1
0,92.0,8/24/2016,Restaurant_Visitors,2
0,113.0,8/25/2016,Restaurant_Visitors,3
0,129.0,8/26/2016,Restaurant_Visitors,4
0,196.0,8/27/2016,Restaurant_Visitors,5
0,175.0,8/28/2016,Restaurant_Visitors,6
0,84.0,8/29/2016,Restaurant_Visitors,0
0,57.0,8/30/2016,Restaurant_Visitors,1
0,110.0,8/31/2016,Restaurant_Visitors,2
0,54.0,9/1/2016,Restaurant_Visitors,3
0,103.0,9/2/2016,Restaurant_Visitors,4
0,243.0,9/3/2016,Restaurant_Visitors,5
0,163.0,9/4/2016,Restaurant_Visitors,6
1,158.0,9/5/2016,Restaurant_Visitors,0
0,63.0,9/6/2016,Restaurant_Visitors,1
0,102.0,9/7/2016,Restaurant_Visitors,2
0,61.0,9/8/2016,Restaurant_Visitors,3
0,103.0,9/9/2016,Restaurant_Visitors,4
0,209.0,9/10/2016,Restaurant_Visitors,5
0,181.0,9/11/2016,Restaurant_Visitors,6
0,63.0,9/12/2016,Restaurant_Visitors,0
0,56.0,9/13/2016,Restaurant_Visitors,1
0,73.0,9/14/2016,Restaurant_Visitors,2
0,93.0,9/15/2016,Restaurant_Visitors,3
0,140.0,9/16/2016,Restaurant_Visitors,4
0,272.0,9/17/2016,Restaurant_Visitors,5
0,211.0,9/18/2016,Restaurant_Visitors,6
0,119.0,9/19/2016,Restaurant_Visitors,0
0,51.0,9/20/2016,Restaurant_Visitors,1
0,120.0,9/21/2016,Restaurant_Visitors,2
0,146.0,9/22/2016,Restaurant_Visitors,3
0,137.0,9/23/2016,Restaurant_Visitors,4
0,207.0,9/24/2016,Restaurant_Visitors,5
0,174.0,9/25/2016,Restaurant_Visitors,6
0,53.0,9/26/2016,Restaurant_Visitors,0
0,127.0,9/27/2016,Restaurant_Visitors,1
0,139.0,9/28/2016,Restaurant_Visitors,2
0,57.0,9/29/2016,Restaurant_Visitors,3
0,129.0,9/30/2016,Restaurant_Visitors,4
0,191.0,10/1/2016,Restaurant_Visitors,5
0,171.0,10/2/2016,Restaurant_Visitors,6
0,74.0,10/3/2016,Restaurant_Visitors,0
0,105.0,10/4/2016,Restaurant_Visitors,1
0,58.0,10/5/2016,Restaurant_Visitors,2
0,75.0,10/6/2016,Restaurant_Visitors,3
0,149.0,10/7/2016,Restaurant_Visitors,4
0,228.0,10/8/2016,Restaurant_Visitors,5
0,189.0,10/9/2016,Restaurant_Visitors,6
1,194.0,10/10/2016,Restaurant_Visitors,0
0,86.0,10/11/2016,Restaurant_Visitors,1
0,72.0,10/12/2016,Restaurant_Visitors,2
0,68.0,10/13/2016,Restaurant_Visitors,3
0,181.0,10/14/2016,Restaurant_Visitors,4
0,214.0,10/15/2016,Restaurant_Visitors,5
0,149.0,10/16/2016,Restaurant_Visitors,6
0,41.0,10/17/2016,Restaurant_Visitors,0
0,109.0,10/18/2016,Restaurant_Visitors,1
0,101.0,10/19/2016,Restaurant_Visitors,2
0,79.0,10/20/2016,Restaurant_Visitors,3
0,121.0,10/21/2016,Restaurant_Visitors,4
0,218.0,10/22/2016,Restaurant_Visitors,5
0,142.0,10/23/2016,Restaurant_Visitors,6
0,79.0,10/24/2016,Restaurant_Visitors,0
0,96.0,10/25/2016,Restaurant_Visitors,1
0,85.0,10/26/2016,Restaurant_Visitors,2
0,97.0,10/27/2016,Restaurant_Visitors,3
0,142.0,10/28/2016,Restaurant_Visitors,4
0,256.0,10/29/2016,Restaurant_Visitors,5
0,196.0,10/30/2016,Restaurant_Visitors,6
1,181.0,10/31/2016,Restaurant_Visitors,0
0,110.0,11/1/2016,Restaurant_Visitors,1
0,121.0,11/2/2016,Restaurant_Visitors,2
0,198.0,11/3/2016,Restaurant_Visitors,3
0,106.0,11/4/2016,Restaurant_Visitors,4
0,203.0,11/5/2016,Restaurant_Visitors,5
0,138.0,11/6/2016,Restaurant_Visitors,6
0,61.0,11/7/2016,Restaurant_Visitors,0
0,77.0,11/8/2016,Restaurant_Visitors,1
0,92.0,11/9/2016,Restaurant_Visitors,2
0,83.0,11/10/2016,Restaurant_Visitors,3
1,207.0,11/11/2016,Restaurant_Visitors,4
0,208.0,11/12/2016,Restaurant_Visitors,5
0,149.0,11/13/2016,Restaurant_Visitors,6
0,77.0,11/14/2016,Restaurant_Visitors,0
0,62.0,11/15/2016,Restaurant_Visitors,1
0,120.0,11/16/2016,Restaurant_Visitors,2
0,101.0,11/17/2016,Restaurant_Visitors,3
0,150.0,11/18/2016,Restaurant_Visitors,4
0,206.0,11/19/2016,Restaurant_Visitors,5
0,98.0,11/20/2016,Restaurant_Visitors,6
0,66.0,11/21/2016,Restaurant_Visitors,0
0,148.0,11/22/2016,Restaurant_Visitors,1
0,105.0,11/23/2016,Restaurant_Visitors,2
1,65.0,11/24/2016,Restaurant_Visitors,3
1,235.0,11/25/2016,Restaurant_Visitors,4
0,232.0,11/26/2016,Restaurant_Visitors,5
0,155.0,11/27/2016,Restaurant_Visitors,6
0,71.0,11/28/2016,Restaurant_Visitors,0
0,97.0,11/29/2016,Restaurant_Visitors,1
0,102.0,11/30/2016,Restaurant_Visitors,2
0,76.0,12/1/2016,Restaurant_Visitors,3
0,110.0,12/2/2016,Restaurant_Visitors,4
0,230.0,12/3/2016,Restaurant_Visitors,5
0,187.0,12/4/2016,Restaurant_Visitors,6
0,80.0,12/5/2016,Restaurant_Visitors,0
0,73.0,12/6/2016,Restaurant_Visitors,1
0,70.0,12/7/2016,Restaurant_Visitors,2
0,93.0,12/8/2016,Restaurant_Visitors,3
0,140.0,12/9/2016,Restaurant_Visitors,4
0,238.0,12/10/2016,Restaurant_Visitors,5
0,184.0,12/11/2016,Restaurant_Visitors,6
0,66.0,12/12/2016,Restaurant_Visitors,0
0,103.0,12/13/2016,Restaurant_Visitors,1
0,120.0,12/14/2016,Restaurant_Visitors,2
0,125.0,12/15/2016,Restaurant_Visitors,3
0,157.0,12/16/2016,Restaurant_Visitors,4
0,246.0,12/17/2016,Restaurant_Visitors,5
0,155.0,12/18/2016,Restaurant_Visitors,6
0,83.0,12/19/2016,Restaurant_Visitors,0
0,91.0,12/20/2016,Restaurant_Visitors,1
0,118.0,12/21/2016,Restaurant_Visitors,2
0,181.0,12/22/2016,Restaurant_Visitors,3
0,196.0,12/23/2016,Restaurant_Visitors,4
1,266.0,12/24/2016,Restaurant_Visitors,5
1,234.0,12/25/2016,Restaurant_Visitors,6
0,100.0,12/26/2016,Restaurant_Visitors,0
0,124.0,12/27/2016,Restaurant_Visitors,1
0,144.0,12/28/2016,Restaurant_Visitors,2
0,122.0,12/29/2016,Restaurant_Visitors,3
0,196.0,12/30/2016,Restaurant_Visitors,4
1,316.0,12/31/2016,Restaurant_Visitors,5
1,256.0,1/1/2017,Restaurant_Visitors,6
0,130.0,1/2/2017,Restaurant_Visitors,0
0,144.0,1/3/2017,Restaurant_Visitors,1
0,99.0,1/4/2017,Restaurant_Visitors,2
0,75.0,1/5/2017,Restaurant_Visitors,3
0,91.0,1/6/2017,Restaurant_Visitors,4
0,233.0,1/7/2017,Restaurant_Visitors,5
0,172.0,1/8/2017,Restaurant_Visitors,6
0,91.0,1/9/2017,Restaurant_Visitors,0
0,69.0,1/10/2017,Restaurant_Visitors,1
0,62.0,1/11/2017,Restaurant_Visitors,2
0,79.0,1/12/2017,Restaurant_Visitors,3
0,102.0,1/13/2017,Restaurant_Visitors,4
0,226.0,1/14/2017,Restaurant_Visitors,5
0,158.0,1/15/2017,Restaurant_Visitors,6
1,137.0,1/16/2017,Restaurant_Visitors,0
0,103.0,1/17/2017,Restaurant_Visitors,1
0,100.0,1/18/2017,Restaurant_Visitors,2
0,70.0,1/19/2017,Restaurant_Visitors,3
0,125.0,1/20/2017,Restaurant_Visitors,4
0,182.0,1/21/2017,Restaurant_Visitors,5
0,146.0,1/22/2017,Restaurant_Visitors,6
0,62.0,1/23/2017,Restaurant_Visitors,0
0,82.0,1/24/2017,Restaurant_Visitors,1
0,115.0,1/25/2017,Restaurant_Visitors,2
0,95.0,1/26/2017,Restaurant_Visitors,3
0,131.0,1/27/2017,Restaurant_Visitors,4
0,250.0,1/28/2017,Restaurant_Visitors,5
0,190.0,1/29/2017,Restaurant_Visitors,6
0,74.0,1/30/2017,Restaurant_Visitors,0
0,94.0,1/31/2017,Restaurant_Visitors,1
0,81.0,2/1/2017,Restaurant_Visitors,2
1,67.0,2/2/2017,Restaurant_Visitors,3
0,121.0,2/3/2017,Restaurant_Visitors,4
0,229.0,2/4/2017,Restaurant_Visitors,5
0,157.0,2/5/2017,Restaurant_Visitors,6
0,60.0,2/6/2017,Restaurant_Visitors,0
0,65.0,2/7/2017,Restaurant_Visitors,1
0,112.0,2/8/2017,Restaurant_Visitors,2
0,122.0,2/9/2017,Restaurant_Visitors,3
0,146.0,2/10/2017,Restaurant_Visitors,4
0,219.0,2/11/2017,Restaurant_Visitors,5
0,184.0,2/12/2017,Restaurant_Visitors,6
0,64.0,2/13/2017,Restaurant_Visitors,0
1,248.0,2/14/2017,Restaurant_Visitors,1
0,90.0,2/15/2017,Restaurant_Visitors,2
0,110.0,2/16/2017,Restaurant_Visitors,3
0,140.0,2/17/2017,Restaurant_Visitors,4
0,248.0,2/18/2017,Restaurant_Visitors,5
0,162.0,2/19/2017,Restaurant_Visitors,6
1,134.0,2/20/2017,Restaurant_Visitors,0
0,84.0,2/21/2017,Restaurant_Visitors,1
0,108.0,2/22/2017,Restaurant_Visitors,2
0,118.0,2/23/2017,Restaurant_Visitors,3
0,144.0,2/24/2017,Restaurant_Visitors,4
0,261.0,2/25/2017,Restaurant_Visitors,5
0,153.0,2/26/2017,Restaurant_Visitors,6
0,78.0,2/27/2017,Restaurant_Visitors,0
0,123.0,2/28/2017,Restaurant_Visitors,1
0,61.0,3/1/2017,Restaurant_Visitors,2
0,80.0,3/2/2017,Restaurant_Visitors,3
0,102.0,3/3/2017,Restaurant_Visitors,4
0,237.0,3/4/2017,Restaurant_Visitors,5
0,164.0,3/5/2017,Restaurant_Visitors,6
0,63.0,3/6/2017,Restaurant_Visitors,0
0,69.0,3/7/2017,Restaurant_Visitors,1
0,102.0,3/8/2017,Restaurant_Visitors,2
0,111.0,3/9/2017,Restaurant_Visitors,3
0,155.0,3/10/2017,Restaurant_Visitors,4
0,296.0,3/11/2017,Restaurant_Visitors,5
0,158.0,3/12/2017,Restaurant_Visitors,6
0,98.0,3/13/2017,Restaurant_Visitors,0
0,86.0,3/14/2017,Restaurant_Visitors,1
0,62.0,3/15/2017,Restaurant_Visitors,2
0,71.0,3/16/2017,Restaurant_Visitors,3
1,205.0,3/17/2017,Restaurant_Visitors,4
0,179.0,3/18/2017,Restaurant_Visitors,5
0,205.0,3/19/2017,Restaurant_Visitors,6
0,125.0,3/20/2017,Restaurant_Visitors,0
0,55.0,3/21/2017,Restaurant_Visitors,1
0,109.0,3/22/2017,Restaurant_Visitors,2
0,84.0,3/23/2017,Restaurant_Visitors,3
0,154.0,3/24/2017,Restaurant_Visitors,4
0,264.0,3/25/2017,Restaurant_Visitors,5
0,146.0,3/26/2017,Restaurant_Visitors,6
0,98.0,3/27/2017,Restaurant_Visitors,0
0,97.0,3/28/2017,Restaurant_Visitors,1
0,140.0,3/29/2017,Restaurant_Visitors,2
0,100.0,3/30/2017,Restaurant_Visitors,3
0,149.0,3/31/2017,Restaurant_Visitors,4
0,196.0,4/1/2017,Restaurant_Visitors,5
0,196.0,4/2/2017,Restaurant_Visitors,6
0,69.0,4/3/2017,Restaurant_Visitors,0
0,99.0,4/4/2017,Restaurant_Visitors,1
0,98.0,4/5/2017,Restaurant_Visitors,2
0,74.0,4/6/2017,Restaurant_Visitors,3
0,162.0,4/7/2017,Restaurant_Visitors,4
0,191.0,4/8/2017,Restaurant_Visitors,5
0,177.0,4/9/2017,Restaurant_Visitors,6
0,73.0,4/10/2017,Restaurant_Visitors,0
0,77.0,4/11/2017,Restaurant_Visitors,1
0,89.0,4/12/2017,Restaurant_Visitors,2
0,70.0,4/13/2017,Restaurant_Visitors,3
1,221.0,4/14/2017,Restaurant_Visitors,4
0,218.0,4/15/2017,Restaurant_Visitors,5
1,253.0,4/16/2017,Restaurant_Visitors,6
1,140.0,4/17/2017,Restaurant_Visitors,0
0,91.0,4/18/2017,Restaurant_Visitors,1
0,79.0,4/19/2017,Restaurant_Visitors,2
0,90.0,4/20/2017,Restaurant_Visitors,3
0,165.0,4/21/2017,Restaurant_Visitors,4
0,226.0,4/22/2017,Restaurant_Visitors,5
